id,title,artist,genre,mood,instrument,theme,occasion,language,era,audience,tempo,summary,youtube_url
tt2k8PGm-TI,Dusk Till Dawn,ZAYN,Pop music,Nostalgic,"Singing, Orchestra, Guitar, Synthesizer",Love and longing,,English,,Fans of Zayn and Sia,90.73 BPM,"A powerful collaboration between Zayn and Sia that evokes feelings of nostalgia and longing, featuring beautiful instrumentation and memorable high notes.",https://www.youtube.com/watch?v=tt2k8PGm-TI
zEf423kYfqk,Sin Pijama,"Becky G, NATTI NATASHA",Reggae,Energetic,"Guitar, Drum kit, Synthesizer","Empowerment, Female collaboration","Party, Celebration",Spanish,,"Young adults, Fans of reggaeton",93.75 BPM,"A vibrant reggaeton track featuring powerful female vocals from Becky G and Natti Natasha, celebrating female empowerment and collaboration.",https://www.youtube.com/watch?v=zEf423kYfqk
fKopy74weus,Thunder,Imagine Dragons,Pop music,Exciting,"Drum and bass, Synthesizer, Keyboard","Overcoming challenges, Humor","Casual listening, Memes",English,,"Young adults, Fans of pop and humorous content",165.44117647 BPM,"The song features an upbeat tempo and is characterized by its exciting and humorous themes, often referenced in memes and relatable situations.",https://www.youtube.com/watch?v=fKopy74weus
UprcpdwuwCg,Heathens,twenty one pilots,Pop music,"Dark, Reflective","Drum and bass, Guitar, Synthesizer","Friendship, Betrayal, Inner struggles",,English,,"Young adults, Fans of alternative music",89.28571429,"The song explores themes of friendship and betrayal, reflecting on the darker aspects of human nature and the struggles individuals face. Its catchy rhythm and engaging lyrics resonate with a younger audience, making it a popular choice for fans of alternative and pop music.",https://www.youtube.com/watch?v=UprcpdwuwCg
0VR3dfZf9Yg,China (Video Oficial),"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",Hip hop music,nostalgic,"Singing, Sampler, Synthesizer","memories, good times","parties, celebrations",Spanish,2010s,young adults,140.625 BPM,"The song evokes nostalgia and memories of happier times, often associated with parties and celebrations, featuring a blend of hip hop and reggaeton elements.",https://www.youtube.com/watch?v=0VR3dfZf9Yg
q0hyYWKXF0Q,DANCE MONKEY,TONES AND I,Pop music,Playful,"Singing, Keyboard, Synthesizer","Unexpectedness, Fun","Children's entertainment, Parties",English,2010s,"Children, General public",98.68421053 BPM,"The song features a playful and unexpected theme, with a catchy pop sound that appeals to both children and adults. It has gained worldwide popularity and is often associated with fun occasions.",https://www.youtube.com/watch?v=q0hyYWKXF0Q
p7bfOZek9t4,Con Altura,"ROSAL?A, J Balvin",Afrobeat,uplifting,"Singing, Sampler, Synthesizer, Keyboard","celebration, living life to the fullest","parties, celebrations",Spanish,2020s,"young adults, music lovers",98.68 BPM,"A vibrant and catchy song that celebrates life and joy, featuring a blend of Afrobeat influences with engaging lyrics that resonate with a youthful audience.",https://www.youtube.com/watch?v=p7bfOZek9t4
l0U7SxXHkPY,Life Is Good,Future,Hip hop music,Exciting,"Singing, Sampler, Synthesizer",Life struggles and success,Weekend relaxation,English,2020s,Young adults,140.625 BPM,"The song reflects on the ups and downs of life, featuring a blend of catchy hooks and rhythmic verses, celebrating success while acknowledging struggles.",https://www.youtube.com/watch?v=l0U7SxXHkPY
yzTuBuRdAyA,The Hills,The Weeknd,Rhythm and blues,nostalgic,"Synthesizer, Guitar, Piano","memories, time, love",,English,2010s,"fans of The Weeknd, young adults",112.5 BPM,"A nostalgic song that resonates with listeners over time, characterized by its strong bass and synth elements, reflecting themes of love and memories.",https://www.youtube.com/watch?v=yzTuBuRdAyA
Io0fBr1XBUA,Don't Let Me Down,The Chainsmokers,Pop music,Nostalgic,"Singing, Synthesizer, Electric guitar",Need for support and connection,"Everyday listening, Quarantine",English,2010s,Young adults,106.13207547 BPM,"The song expresses a sense of urgency and longing for support during difficult times, resonating with listeners through its relatable themes of nostalgia and the need for connection.",https://www.youtube.com/watch?v=Io0fBr1XBUA
YVkUvmDQ3HY,Without Me,Eminem,Hip hop music,Exciting,"Drum machine, Sampler, Synthesizer, Drum kit, Keyboard","Comedic, Relatable",,English,2000s,Fans of hip hop and comedic music,112.5 BPM,"A comedic and relatable hip hop track that showcases Eminem's unique style and lyrical prowess, often reflecting on his impact on the music industry.",https://www.youtube.com/watch?v=YVkUvmDQ3HY
djV11Xbc914,Take On Me,a-ha,Pop music,Exciting,"Singing, Drum kit, Synthesizer, Keyboard (musical)",,,English,1980s,,170.45454545 BPM,"The song 'Take On Me' by a-ha is a classic 1980s pop hit known for its catchy melody and iconic music video. It has recently achieved over one billion views on YouTube, celebrating its enduring popularity and impact on music history.",https://www.youtube.com/watch?v=djV11Xbc914
YykjpeuMNEk,Hymn For The Weekend,Coldplay,Pop music,"Nostalgic, Emotional, Uplifting","Singing, Guitar, Piano, Synthesizer","Memories, Celebration, Love","Mother's Day, Personal Reflection",English,,"Fans of Coldplay, General Music Lovers",90.72580645,"A nostalgic and uplifting song that evokes memories and emotions, often associated with personal reflections and celebrations. It resonates with listeners across different cultures, particularly in India and Brazil.",https://www.youtube.com/watch?v=YykjpeuMNEk
TapXs54Ah3E,Ay Vamos,J. Balvin,"Afrobeat, Reggae, Hip hop music, Funk","nostalgic, happy","Singing, Synthesizer, Keyboard","memories, nostalgia, love","parties, celebrations",Spanish,2010s,"general, young adults",175.78125 BPM,"A nostalgic and upbeat song that brings back memories of good times, loved by listeners across different ages and cultures.",https://www.youtube.com/watch?v=TapXs54Ah3E
2S24-y0Ij3Y,Kill This Love,BLACKPINK,Pop music,Empowering,"Drum, Brass instrument, Synthesizer",Love and heartbreak,"Party, Celebration",Korean,2020s,"Youth, K-pop fans",130.81 BPM,"A powerful anthem about love and heartbreak, featuring a mix of pop and electronic elements, characterized by strong beats and brass instruments.",https://www.youtube.com/watch?v=2S24-y0Ij3Y
uxpDa-c-4Mc,Hotline Bling,Drake,Hip hop music,uplifting,"Drum machine, Synthesizer, Drum kit",love and relationships,"casual listening, dancing",English,2010s,young adults,133.93 BPM,"A catchy and upbeat song that explores themes of love and relationships, often associated with memes and humor, making it a popular choice for casual listening and dancing.",https://www.youtube.com/watch?v=uxpDa-c-4Mc
0HDdjwpPM3Y,Bang Bang,Jessie J,Pop music,Exciting,"Singing, Drum machine, Synthesizer","Empowerment, Celebration","Parties, Celebrations",English,2010s,"Young adults, Fans of pop and hip-hop",148 BPM,"A high-energy collaboration featuring Jessie J, Ariana Grande, and Nicki Minaj, showcasing their distinct vocal styles and celebrating empowerment and fun.",https://www.youtube.com/watch?v=0HDdjwpPM3Y
LjhCEhWiKXk,Just The Way You Are,Bruno Mars,Pop music,"Nostalgic, Emotional","Singing, Piano, Drum kit","Self-acceptance, Love, Memory","Memorial, Personal reflection",English,2010s,"General public, Fans of Bruno Mars",108.17307692 BPM,"The song celebrates self-acceptance and love, often evoking nostalgia and emotional memories for listeners, particularly related to loved ones.",https://www.youtube.com/watch?v=LjhCEhWiKXk
L3wKzyIN1yk,Human,Rag'n'Bone Man,Independent music,Heartfelt,"Singing, Guitar, Piano","Humanity, Relatability",,English,2010s,General public,75 BPM,"The song explores themes of humanity and relatability, resonating deeply with listeners through its heartfelt lyrics and emotional delivery.",https://www.youtube.com/watch?v=L3wKzyIN1yk
sGIm0-dQd8M,Dura,Daddy Yankee,Reggae,Upbeat,Singing,Empowerment,Dance,Spanish,,Fans of Reggaeton and Latin music,95.34,"Dura is an upbeat reggaeton song that combines elements of old school and new styles, encouraging listeners, particularly women, to claim their space on the dance floor and in society.",https://www.youtube.com/watch?v=sGIm0-dQd8M
eVTXPUF4Oz4,In The End,Linkin Park,Rock music,Nostalgic,"Guitar, Keyboard, Piano, Singing","Legacy, Loss, Perseverance","Memorial, Reflection",English,2000s,"Youth, Fans of Rock",104.16666667 BPM,"A timeless rock anthem reflecting on the struggles of life and the enduring legacy of its late frontman, Chester Bennington. The song resonates with listeners across generations, emphasizing themes of loss and perseverance.",https://www.youtube.com/watch?v=eVTXPUF4Oz4
HCjNJDNzw8Y,Havana,Camila Cabello,Pop music,Happy music,"Singing, Keyboard, Brass instrument, Synthesizer, Guitar","Nostalgia, Celebration","Summer, Parties","English, Spanish",2010s,"Young adults, Fans of pop music",104.16666667 BPM,"A catchy pop song featuring a blend of Latin influences, celebrating memories and good times, particularly associated with summer vibes.",https://www.youtube.com/watch?v=HCjNJDNzw8Y
JRfuAukYTKg,Titanium,David Guetta ft. Sia,Electronic dance music,Empowering,"Singing, Synthesizer, Orchestra","Resilience, Strength","Party, Celebration",English,2010s,"Young adults, Fans of pop and electronic music",125 BPM,"A powerful anthem about resilience and strength, featuring a blend of electronic dance music elements and emotive vocals, resonating with listeners across generations.",https://www.youtube.com/watch?v=JRfuAukYTKg
hTWKbfoikeg,Smells Like Teen Spirit,Nirvana,Grunge,Nostalgic,Electric guitar,Teenage angst,Concert,English,1990s,Youth,117.1875,"A timeless anthem capturing the essence of teenage rebellion and angst, celebrated for its raw energy and cultural impact.",https://www.youtube.com/watch?v=hTWKbfoikeg
wfWkmURBNv8,El Farsante (Remix),Ozuna x Romeo Santos,Rhythm and blues,Nostalgic,"Singing, Orchestra, Brass instrument","Love, Memories","Casual listening, Reminiscing",Spanish,Contemporary,Fans of Ozuna and Romeo Santos,119.68 BPM,"A nostalgic remix that resonates with listeners, celebrating love and cherished memories, featuring a blend of singing and orchestral elements.",https://www.youtube.com/watch?v=wfWkmURBNv8
j5-yKhDd64s,Not Afraid,Eminem,Hip hop music,Empowering,"Singing, Sampler, Synthesizer, Keyboard","Overcoming challenges, Resilience","Motivation, Personal growth",English,2010s,Fans of hip hop and motivational music,114.7959184,"A powerful anthem about overcoming fear and adversity, showcasing Eminem's lyrical prowess and personal journey towards resilience and self-empowerment.",https://www.youtube.com/watch?v=j5-yKhDd64s
vjW8wmF5VWc,Watch Me (Whip/Nae Nae),Silentó,"Hip hop music, Pop music","Nostalgic, Humorous","Singing, Sampler","Dance, Internet Fame","Parties, Dance Events",English,2010s,"Young Adults, Children",140.625 BPM,"A catchy dance track that became an internet sensation, characterized by its humorous lyrics and association with viral dance challenges.",https://www.youtube.com/watch?v=vjW8wmF5VWc
VYtJAuoZxcc,Una Lady Como Tú,MTZ Manuel Turizo,Reggae,Happy,Guitar,Love and Romance,Everyday listening,Spanish,,Young adults,95.34,"The song expresses themes of love and romance, featuring a happy and upbeat mood. It incorporates guitar and has a reggae influence, making it suitable for everyday listening.",https://www.youtube.com/watch?v=VYtJAuoZxcc
aDCcLQto5BM,Me Rehúso,Danny Ocean,Reggae,Nostalgic,"Singing, Drum kit, Synthesizer, Brass instrument","Memories, Love","Parties, Reminiscing",Spanish,2010s,"Latino youth, Young adults",140.625 BPM,"A nostalgic song that evokes memories of youth and love, often associated with parties and good times, particularly popular among Latino audiences.",https://www.youtube.com/watch?v=aDCcLQto5BM
gdZLi9oWNZg,Dynamite,BTS,Pop music,Exciting,"Singing, Sampler, Synthesizer, Keyboard",,,English,,ARMY,114.8 BPM,"A vibrant and upbeat song that brings joy and excitement, featuring catchy melodies and a lively performance.",https://www.youtube.com/watch?v=gdZLi9oWNZg
1G4isv_Fylg,Paradise,Coldplay,Pop music,"Nostalgic, Hopeful, Sad","Singing, Piano, Guitar, Drum, Synthesizer","Nostalgia, Change, Hope",,English,,,140.625 BPM,"The song evokes feelings of nostalgia and hope, often resonating with listeners who reflect on their past and personal growth. It features a blend of various instruments and carries a pop music vibe.",https://www.youtube.com/watch?v=1G4isv_Fylg
iOe6dI2JhgU,Vente Pa' Ca,Ricky Martin,Afrobeat,upbeat,"Drum and bass, Accordion, Keyboard, Electric piano, Piano, Synthesizer","romance, attraction","party, summer",Spanish,,"young adults, Latin music fans",100.4464286,"A lively collaboration between Ricky Martin and Maluma, featuring catchy rhythms and themes of romance and attraction, perfect for summer parties.",https://www.youtube.com/watch?v=iOe6dI2JhgU
qrO4YZeyl0I,Bad Romance,Lady Gaga,Pop music,Exciting,"Singing, Keyboard, Synthesizer",Iconic love and desire,"Parties, Nostalgia",English,2000s,Fans of pop and electronic music,119.68 BPM,"A nostalgic pop anthem that has remained iconic over the years, celebrated for its catchy melody and memorable visuals.",https://www.youtube.com/watch?v=qrO4YZeyl0I
t_jHrUE5IOk,Felices los 4,Maluma,Afrobeat,nostalgic,"Guitar, Acoustic guitar, Synthesizer",love and relationships,"party, celebration",Spanish,2010s,"young adults, Latin music fans",187.5 BPM,"A nostalgic song that captures the essence of love and carefree relationships, often played at parties and celebrations, resonating with young adults and fans of Latin music.",https://www.youtube.com/watch?v=t_jHrUE5IOk
nYh-n7EOtMA,Cheap Thrills,Sia,Pop music,Feel-good,"Singing, Drum, Synthesizer",Having fun without money,"Party, Dance",English,2010s,"General public, Dance music fans",181.4516129,"A catchy and upbeat song featuring Sia's powerful vocals and Sean Paul's energetic vibe, celebrating the joy of having fun without needing money.",https://www.youtube.com/watch?v=nYh-n7EOtMA
6NXnxTNIWkc,What's Up,4 Non Blondes,Rock music,Nostalgic,Acoustic guitar,Searching for meaning,Reflective moments,English,1990s,Adults reminiscing about youth,133.93 BPM,"A powerful anthem reflecting on life's struggles and the quest for understanding, resonating with listeners across generations.",https://www.youtube.com/watch?v=6NXnxTNIWkc
